ensembl_transcript_id	chrom	start	end	gene_symbol
ENST00000369968	1	108934670	108934672	CLCC1
ENST00000369969	1	108934670	108934672	CLCC1
ENST00000369970	1	108934670	108934672	CLCC1
ENST00000369973	X	154016616	154016618	IRAK1
ENST00000369974	X	154011859	154011861	IRAK1
ENST00000369975	6	75915010	75915012	MYO6
ENST00000369976	1	108934670	108934672	CLCC1
ENST00000369977	6	75915010	75915012	MYO6
ENST00000369980	X	154011859	154011861	IRAK1
ENST00000369982	X	153982846	153982848	TMEM187
ENST00000369983	10	102382334	102382336	GBF1
ENST00000369984	X	153949347	153949349	HCFC1
ENST00000369985	6	75915010	75915012	MYO6
ENST00000369994	1	108823153	108823155	AKNAD1
ENST00000369995	1	108823153	108823155	AKNAD1
ENST00000369996	20	63698561	63698563	TNFRSF6B
ENST00000369997	X	153935286	153935288	RENBP
ENST00000369997	X	153935286	153935288	RENBP
ENST00000369997	X	153935286	153935288	RENBP
ENST00000370001	1	108816171	108816173	AKNAD1
ENST00000370002	10	102230514	102230516	PITX3
ENST00000370005	10	102229250	102229252	ELOVL3
ENST00000370007	10	102162267	102162269	NOLC1
ENST00000370008	1	108808875	108808877	STXBP3
ENST00000370009	X	153929987	153929989	NAA10
ENST00000370010	6	75715592	75715594	SENP6
ENST00000370012	10	102150027	102150029	PPRC1
ENST00000370015	X	153930269	153930271	NAA10
ENST00000370016	X	153907729	153907731	ARHGAP4
ENST00000370017	1	108741802	108741804	FNDC7
ENST00000370018	20	63695783	63695785	RTEL1
ENST00000370020	6	75308691	75308693	FILIP1
ENST00000370021	1	108700018	108700020	PRPF38B
ENST00000370022	1	108696752	108696754	PRPF38B
ENST00000370025	1	108700018	108700020	PRPF38B
ENST00000370028	X	153907729	153907731	ARHGAP4
ENST00000370031	1	108648566	108648568	HENMT1
ENST00000370032	1	108648566	108648568	HENMT1
ENST00000370033	10	101847528	101847530	ARMH3
ENST00000370035	1	108635148	108635150	EEIG2
ENST00000370041	1	108136653	108136655	SLC25A24
ENST00000370046	10	101827353	101827355	KCNIP2
ENST00000370049	X	153906434	153906436	AVPR2
ENST00000370050	6	75256102	75256104	TMEM30A
ENST00000370053	20	63641338	63641340	STMN3
ENST00000370055	X	153862663	153862665	L1CAM
ENST00000370056	1	107573331	107573333	VAV3
ENST00000370058	X	153862663	153862665	L1CAM
ENST00000370058	X	153862663	153862665	L1CAM
ENST00000370058	X	153862663	153862665	L1CAM
ENST00000370060	X	153862663	153862665	L1CAM
ENST00000370067	1	107480838	107480840	NTNG1
ENST00000370068	1	107480838	107480840	NTNG1
ENST00000370069	20	63590089	63590091	GMEB2
ENST00000370073	1	107480838	107480840	NTNG1
ENST00000370074	1	107480838	107480840	NTNG1
ENST00000370077	20	63590089	63590091	GMEB2
ENST00000370078	1	107057841	107057843	PRMT6
ENST00000370079	1	103758656	103758658	AMY1C
ENST00000370080	1	103687449	103687451	AMY1B
ENST00000370081	6	75237930	75237932	COX7A2
ENST00000370083	1	103664518	103664520	AMY1A
ENST00000370085	X	153798431	153798433	SSR4
ENST00000370086	X	153798431	153798433	SSR4
ENST00000370087	X	153798431	153798433	SSR4
ENST00000370089	6	75237930	75237932	COX7A2
ENST00000370092	X	153786149	153786151	IDH3G
ENST00000370093	X	153786351	153786353	IDH3G
ENST00000370094	10	101797930	101797932	OGA
ENST00000370096	1	102878019	102878021	COL11A1
ENST00000370097	20	63556618	63556620	FNDC11
ENST00000370098	20	63556618	63556620	FNDC11
ENST00000370100	X	153785518	153785520	SRPK3
ENST00000370101	X	153785518	153785520	SRPK3
ENST00000370103	1	101804238	101804240	OLFM3
ENST00000370104	X	153785518	153785520	SRPK3
ENST00000370104	X	153785518	153785520	SRPK3
ENST00000370108	X	153785518	153785520	SRPK3
ENST00000370109	1	100990408	100990410	DPH5
ENST00000370110	10	101781736	101781738	NPM3
ENST00000370111	1	100972295	100972297	SLC30A7
ENST00000370112	1	100974855	100974857	SLC30A7
ENST00000370113	1	100873942	100873944	EXTL2
ENST00000370114	1	100873942	100873944	EXTL2
ENST00000370115	1	100738281	100738283	VCAM1
ENST00000370119	1	100738281	100738283	VCAM1
ENST00000370124	1	100484464	100484466	CDC14A
ENST00000370126	1	100266626	100266628	RTCA
ENST00000370128	1	100291502	100291504	RTCA
ENST00000370129	X	153729568	153729570	ABCD1
ENST00000370131	1	100211101	100211103	DBT
ENST00000370132	1	100196255	100196257	DBT
ENST00000370137	1	100149042	100149044	LRRC39
ENST00000370138	1	100149368	100149370	LRRC39
ENST00000370139	1	100140539	100140541	TRMT13
ENST00000370141	1	100148818	100148820	TRMT13
ENST00000370142	X	153670457	153670459	PNCK
ENST00000370143	1	100140411	100140413	TRMT13
ENST00000370145	X	153670457	153670459	PNCK
ENST00000370147	10	101608900	101608902	DPCD
ENST00000370150	X	153670457	153670459	PNCK
ENST00000370151	10	101609469	101609471	DPCD
ENST00000370152	1	100082207	100082209	MFSD14A
ENST00000370153	1	100022474	100022476	SLC35A3
ENST00000370155	1	99999265	99999267	SLC35A3
ENST00000370162	10	101579453	101579455	POLL
ENST00000370163	1	99921649	99921651	AGL
ENST00000370165	1	99921649	99921651	AGL
ENST00000370167	X	153650303	153650305	DUSP9
ENST00000370168	10	101579453	101579455	POLL
ENST00000370169	10	101579453	101579455	POLL
ENST00000370172	10	101579453	101579455	POLL
ENST00000370177	20	63521877	63521879	PPDPF
ENST00000370179	20	63521877	63521879	PPDPF
ENST00000370185	1	99307008	99307010	PLPPR4
ENST00000370186	X	153580001	153580003	ATP2B3
ENST00000370187	10	101550858	101550860	BTRC
ENST00000370188	1	98893072	98893074	PLPPR5
ENST00000370192	1	97078976	97078978	DPYD
ENST00000370193	10	101227270	101227272	LBX1
ENST00000370196	10	101136911	101136913	TLX1
ENST00000370197	1	96813403	96813405	PTBP2
ENST00000370198	1	96813403	96813405	PTBP2
ENST00000370200	10	101064918	101064920	KAZALD1
ENST00000370202	1	95246868	95246870	RWDD3
ENST00000370203	1	95191866	95191868	TLCD4
ENST00000370205	1	94983076	94983078	ALG14
ENST00000370206	1	94897742	94897744	CNN3
ENST00000370207	1	94530471	94530473	F3
ENST00000370210	X	153462038	153462040	HAUS7
ENST00000370211	X	153447878	153447880	HAUS7
ENST00000370214	1	94517127	94517129	ABCD3
ENST00000370215	10	101017584	101017586	PDZD7
ENST00000370217	1	94202505	94202507	ARHGAP29
ENST00000370220	10	101007166	101007168	LZTS2
ENST00000370223	10	101007166	101007168	LZTS2
ENST00000370224	20	63400784	63400786	KCNQ2
ENST00000370225	1	93993237	93993239	ABCA4
ENST00000370228	10	100991023	100991025	TWNK
ENST00000370231	X	153444720	153444722	TREX2
ENST00000370232	X	153444720	153444722	TREX2
ENST00000370234	10	100986543	100986545	MRPL43
ENST00000370236	10	100986734	100986736	MRPL43
ENST00000370238	1	93888990	93888992	GCLM
ENST00000370241	10	100978985	100978987	MRPL43
ENST00000370242	10	100979242	100979244	MRPL43
ENST00000370243	1	93562241	93562243	BCAR3
ENST00000370244	1	93562241	93562243	BCAR3
ENST00000370247	1	93562241	93562243	BCAR3
ENST00000370249	X	153347973	153347975	ZNF275
ENST00000370250	10	100984129	100984131	SEMA4G
ENST00000370253	1	93552414	93552416	FNBP1L
ENST00000370263	20	63346738	63346740	CHRNA4
ENST00000370267	1	93360637	93360639	DR1
ENST00000370268	X	152970539	152970541	ZNF185
ENST00000370269	10	100959569	100959571	SLF2
ENST00000370271	10	100926252	100926254	SLF2
ENST00000370272	1	93360637	93360639	DR1
ENST00000370274	X	152869114	152869116	NSDHL
ENST00000370275	20	63287623	63287625	ARFGAP1
ENST00000370276	1	93278475	93278477	CCDC18
ENST00000370277	X	152827841	152827843	CETN2
ENST00000370278	X	152701775	152701777	MAGEA3
ENST00000370280	1	93156282	93156284	TMED5
ENST00000370282	1	93154670	93154672	TMED5
ENST00000370283	20	63287871	63287873	ARFGAP1
ENST00000370287	X	152727794	152727796	CSAG1
ENST00000370290	1	93156479	93156481	TMED5
ENST00000370291	X	152728019	152728021	CSAG1
ENST00000370293	X	152718049	152718051	MAGEA2B
ENST00000370296	10	100827093	100827095	PAX2
ENST00000370298	1	93137025	93137027	MTF2
ENST00000370300	6	73500733	73500735	MTO1
ENST00000370303	1	93137025	93137027	MTF2
ENST00000370305	6	73500733	73500735	MTO1
ENST00000370307	20	63241497	63241499	NKAIN4
ENST00000370310	1	92843383	92843385	DIPK1A
ENST00000370313	20	63241493	63241495	NKAIN4
ENST00000370314	X	152168228	152168230	GABRA3
ENST00000370315	6	73425227	73425229	CGAS
ENST00000370316	20	63241497	63241499	NKAIN4
ENST00000370317	20	63241730	63241732	NKAIN4
ENST00000370317	20	63241730	63241732	NKAIN4
ENST00000370317	20	63241730	63241732	NKAIN4
ENST00000370318	6	73414010	73414012	CGAS
ENST00000370320	10	100524089	100524091	NDUFB8
ENST00000370321	1	92841863	92841865	RPL5
ENST00000370322	10	100523837	100523839	NDUFB8
ENST00000370323	X	152134511	152134513	MAGEA10
ENST00000370328	X	151954701	151954703	GABRE
ENST00000370331	1	92513656	92513658	EVI5
ENST00000370332	1	92476029	92476031	GFI1
ENST00000370334	20	63196708	63196710	YTHDF1
ENST00000370335	X	151924616	151924618	MAGEA4
ENST00000370336	6	73416224	73416226	DDX43
ENST00000370339	20	63196708	63196710	YTHDF1
ENST00000370340	X	151924616	151924618	MAGEA4
ENST00000370345	10	100487616	100487618	SEC31B
ENST00000370349	20	62967498	62967500	SLC17A9
ENST00000370350	X	151722757	151722759	FATE1
ENST00000370351	20	62967498	62967500	SLC17A9
ENST00000370353	X	151701031	151701033	PRRG3
ENST00000370354	X	151700271	151700273	PRRG3
ENST00000370355	10	100360931	100360933	SCD
ENST00000370357	X	151676141	151676143	PASD1
ENST00000370359	6	73368784	73368786	OOEP
ENST00000370360	1	92246530	92246532	GLMN
ENST00000370361	X	151405056	151405058	VMA21
ENST00000370363	6	73368784	73368786	OOEP
ENST00000370366	20	62905555	62905557	DIDO1
ENST00000370367	6	73363858	73363860	KHDC3L
ENST00000370368	20	62905786	62905788	DIDO1
ENST00000370370	6	73353320	73353322	DPPA5
ENST00000370371	20	62905786	62905788	DIDO1
ENST00000370372	10	100275462	100275464	BLOC1S2
ENST00000370373	1	92245672	92245674	C1orf146
ENST00000370375	1	92245672	92245674	C1orf146
ENST00000370377	X	150769034	150769036	CD99L2
ENST00000370383	1	92063284	92063286	EPHX4
ENST00000370384	6	73241529	73241531	KHDC1
ENST00000370388	6	73223748	73223750	KHDC1L
ENST00000370389	1	92014272	92014274	BRDT
ENST00000370390	X	150762727	150762729	MTMR1
ENST00000370392	6	73124547	73124549	KCNQ5
ENST00000370396	X	150671593	150671595	MTM1
ENST00000370397	10	100189598	100189600	CHUK
ENST00000370398	6	73195412	73195414	KCNQ5
ENST00000370399	1	91683739	91683741	TGFBR3
ENST00000370401	X	150510000	150510002	MAMLD1
ENST00000370404	X	149932544	149932546	EOLA2
ENST00000370406	X	149932544	149932546	EOLA2
ENST00000370416	X	149776788	149776790	HSFX1
ENST00000370418	10	100042427	100042429	CPN1
ENST00000370425	1	91261290	91261292	HFM1
ENST00000370435	6	71302047	71302049	OGFRL1
ENST00000370440	1	90916798	90916800	ZNF644
ENST00000370441	X	149487288	149487290	IDS
ENST00000370445	1	90712312	90712314	BARHL2
ENST00000370447	1	90027699	90027701	ZNF326
ENST00000370452	6	70860232	70860234	SMAP1
ENST00000370453	1	89843656	89843658	NA
ENST00000370454	1	89714980	89714982	LRRC8C
ENST00000370455	6	70860332	70860334	SMAP1
ENST00000370456	1	89385467	89385469	GBP6
ENST00000370457	X	148991330	148991332	AFF2
ENST00000370458	X	148904260	148904262	AFF2
ENST00000370459	1	89260704	89260706	GBP5
ENST00000370460	X	148991330	148991332	AFF2
ENST00000370461	20	62813647	62813649	OGFR
ENST00000370466	1	89108175	89108177	GBP2
ENST00000370467	X	148024998	148025000	FMR1NB
ENST00000370470	X	147948842	147948844	FMR1
ENST00000370470	X	147948842	147948844	FMR1
ENST00000370471	X	147948828	147948830	FMR1
ENST00000370473	1	89053355	89053357	GBP1
ENST00000370474	6	70588722	70588724	SDHAF4
ENST00000370475	X	147948842	147948844	FMR1
ENST00000370476	10	99755737	99755739	CUTC
ENST00000370477	X	147948842	147948844	FMR1
ENST00000370481	1	89007724	89007726	GBP3
ENST00000370483	10	99713414	99713416	COX15
ENST00000370487	20	62799641	62799643	MRGBP
ENST00000370489	10	99704681	99704683	ENTPD7
ENST00000370490	X	145824961	145824963	SLITRK2
ENST00000370491	1	88936183	88936185	KYAT3
ENST00000370493	X	145255812	145255814	SPANXN1
ENST00000370495	10	99610849	99610851	SLC25A28
ENST00000370496	6	70280001	70280003	COL9A1
ENST00000370500	1	88853213	88853215	GTF2B
ENST00000370501	20	62760265	62760267	NTSR1
ENST00000370503	X	143508815	143508817	SPANXN3
ENST00000370504	X	143034694	143034696	SPANXN4
ENST00000370504	X	143034694	143034696	SPANXN4
ENST00000370504	X	143034694	143034696	SPANXN4
ENST00000370507	20	62671891	62671893	SLCO4A1
ENST00000370508	10	99397547	99397549	GOT1
ENST00000370509	1	167542298	167542300	CREG1
ENST00000370515	X	141697465	141697467	SPANXD
ENST00000370518	X	141590706	141590708	SPANXA2
ENST00000370519	X	141583738	141583740	SPANXA1
ENST00000370521	1	88833446	88833448	PKN2
ENST00000370526	X	141176581	141176583	LDOC1
ENST00000370536	X	140503720	140503722	SOX3
ENST00000370540	X	139955896	139955898	CXorf66
ENST00000370542	1	87344794	87344796	LMO4
ENST00000370544	1	87344794	87344796	LMO4
ENST00000370546	10	98461786	98461788	HPSE2
ENST00000370548	1	87168174	87168176	NA
ENST00000370549	10	98459574	98459576	HPSE2
ENST00000370550	1	87104694	87104696	HS2ST1
ENST00000370551	1	87097937	87097939	HS2ST1
ENST00000370552	10	98459574	98459576	HPSE2
ENST00000370554	1	86863547	86863549	SELENOF
ENST00000370557	X	139728900	139728902	ATP11C
ENST00000370558	1	86743233	86743235	SH3GLB1
ENST00000370562	20	62387759	62387761	RPS21
ENST00000370563	1	86580343	86580345	CLCA4
ENST00000370565	1	86455525	86455527	CLCA2
ENST00000370566	1	86348750	86348752	ODF2L
ENST00000370566	1	86348750	86348752	ODF2L
ENST00000370566	1	86348750	86348752	ODF2L
ENST00000370570	6	69676158	69676160	LMBRD1
ENST00000370571	1	85730546	85730548	COL24A1
ENST00000370574	1	85654058	85654060	ZNHIT6
ENST00000370575	10	98383798	98383800	PYROXD2
ENST00000370576	X	139582471	139582473	MCF2
ENST00000370586	10	98244156	98244158	R3HCC1L
ENST00000370587	1	85026151	85026153	MCOLN3
ENST00000370589	1	85019123	85019125	MCOLN3
ENST00000370592	20	62387999	62388001	RPS21
ENST00000370596	1	85132996	85132998	DNAI3
ENST00000370597	10	97865548	97865550	CRTAC1
ENST00000370598	6	69388889	69388891	ADGRB3
ENST00000370602	10	97865698	97865700	GOLGA7B
ENST00000370606	X	137577269	137577271	ZIC3
ENST00000370608	1	84926685	84926687	MCOLN2
ENST00000370611	1	84813846	84813848	LPAR3
ENST00000370620	X	136668029	136668031	ARHGEF6
ENST00000370621	6	63720596	63720598	EYS
ENST00000370622	X	136668029	136668031	ARHGEF6
ENST00000370625	1	84574182	84574184	CTBS
ENST00000370626	10	97677869	97677871	AVPI1
ENST00000370628	X	136659413	136659415	CD40LG
ENST00000370629	X	136659413	136659415	CD40LG
ENST00000370630	1	84554999	84555001	CTBS
ENST00000370631	10	97673740	97673742	PI4K2A
ENST00000370634	X	136556537	136556539	VGLL1
ENST00000370635	10	97619513	97619515	MORN4
ENST00000370640	10	97590567	97590569	C10orf62
ENST00000370641	1	84501845	84501847	GNG5
ENST00000370642	10	97602110	97602112	HOGA1
ENST00000370645	1	84501845	84501847	GNG5
ENST00000370646	10	97611657	97611659	HOGA1
ENST00000370647	10	97611657	97611659	HOGA1
ENST00000370648	X	136492373	136492375	BRS3
ENST00000370649	10	97673740	97673742	NA
ENST00000370651	6	63576529	63576531	NA
ENST00000370654	1	84497468	84497470	RPF1
ENST00000370655	10	97583723	97583725	ANKRD2
ENST00000370656	1	84483017	84483019	RPF1
ENST00000370657	6	63280021	63280023	LGSN
ENST00000370659	6	63211881	63211883	FKBP1C
ENST00000370661	X	136219430	136219432	MAP7D3
ENST00000370662	1	84414866	84414868	DNASE2B
ENST00000370664	10	97570521	97570523	UBTD1
ENST00000370665	1	84414866	84414868	DNASE2B
ENST00000370668	1	84349772	84349774	SAMD13
ENST00000370669	1	84349772	84349774	SAMD13
ENST00000370670	1	84349772	84349774	SAMD13
ENST00000370671	1	84349772	84349774	SAMD13
ENST00000370673	1	84349772	84349774	SAMD13
ENST00000370676	X	136209952	136209954	FHL1
ENST00000370680	1	84204488	84204490	PRKACB
ENST00000370683	X	136210023	136210025	FHL1
ENST00000370684	1	84204488	84204490	PRKACB
ENST00000370685	1	84235303	84235305	PRKACB
ENST00000370687	6	57326061	57326063	PRIM2
ENST00000370688	1	84204488	84204490	PRKACB
ENST00000370689	1	84235303	84235305	PRKACB
ENST00000370693	6	57184188	57184190	BAG2
ENST00000370695	X	136044722	136044724	SLC9A6
ENST00000370698	X	136044722	136044724	SLC9A6
ENST00000370701	X	136044722	136044724	SLC9A6
ENST00000370702	6	57124462	57124464	ZNF451
ENST00000370706	6	57168467	57168469	ZNF451
ENST00000370708	6	57102094	57102096	ZNF451
ENST00000370709	X	135912895	135912897	SAGE1
ENST00000370710	6	57099508	57099510	ZNF451
ENST00000370711	6	57099508	57099510	ZNF451
ENST00000370713	1	81990400	81990402	ADGRL2
ENST00000370715	1	81989678	81989680	ADGRL2
ENST00000370721	1	81991143	81991145	ADGRL2
ENST00000370723	1	81991143	81991145	ADGRL2
ENST00000370725	1	81991143	81991145	ADGRL2
ENST00000370727	1	81991143	81991145	ADGRL2
ENST00000370728	1	81991143	81991145	ADGRL2
ENST00000370730	1	81991143	81991145	ADGRL2
ENST00000370733	6	57054861	57054863	KIAA1586
ENST00000370742	1	78891154	78891156	ADGRL4
ENST00000370746	6	57018546	57018548	BEND6
ENST00000370747	1	78663809	78663811	IFI44
ENST00000370751	1	78641807	78641809	IFI44L
ENST00000370752	X	135581634	135581636	INTS6L
ENST00000370756	1	78536428	78536430	PTGFR
ENST00000370757	1	78536685	78536687	PTGFR
ENST00000370758	1	78536685	78536687	PTGFR
ENST00000370759	1	78135741	78135743	GIPC2
ENST00000370761	X	135347611	135347613	ZNF449
ENST00000370763	1	78016245	78016247	DNAJB4
ENST00000370764	X	135287137	135287139	ZNF75D
ENST00000370765	6	56615517	56615519	DST
ENST00000370766	X	135287137	135287139	ZNF75D
ENST00000370767	1	77948873	77948875	FUBP1
ENST00000370768	1	77948766	77948768	FUBP1
ENST00000370775	X	135051767	135051769	RTL8A
ENST00000370777	X	134889161	134889163	MOSPD1
ENST00000370779	X	134889161	134889163	MOSPD1
ENST00000370782	10	97458692	97458694	MMS19
ENST00000370783	X	134889161	134889163	MOSPD1
ENST00000370785	X	134854109	134854111	PABIR3
ENST00000370788	6	56459005	56459007	DST
ENST00000370790	X	134772139	134772141	PABIR2
ENST00000370791	1	77875062	77875064	MIGA1
ENST00000370792	1	77711735	77711737	USP33
ENST00000370793	1	77697317	77697319	USP33
ENST00000370794	1	77697317	77697319	USP33
ENST00000370798	1	77565640	77565642	ZZZ3
ENST00000370799	X	134417304	134417306	PHF6
ENST00000370800	X	134415220	134415222	PHF6
ENST00000370801	1	77565640	77565642	ZZZ3
ENST00000370803	X	134425328	134425330	PHF6
ENST00000370809	X	134245776	134245778	CCDC160
ENST00000370812	1	77092374	77092376	PIGK
ENST00000370818	X	133536124	133536126	GPC3
ENST00000370819	6	56057657	56057659	COL21A1
ENST00000370823	20	62201075	62201077	MTG2
ENST00000370826	1	75790099	75790101	RABGGTB
ENST00000370826	1	75790099	75790101	RABGGTB
ENST00000370826	1	75790099	75790101	RABGGTB
ENST00000370828	X	133302867	133302869	GPC4
ENST00000370830	6	55755533	55755535	BMP5
ENST00000370832	X	133025479	133025481	USP26
ENST00000370833	X	132628223	132628225	HS6ST2
ENST00000370834	1	75762761	75762763	ACADM
ENST00000370836	X	132628223	132628225	HS6ST2
ENST00000370839	X	132381376	132381378	MBNL3
ENST00000370841	1	75762761	75762763	ACADM
ENST00000370842	10	97456889	97456891	ZDHHC16
ENST00000370844	X	132379666	132379668	MBNL3
ENST00000370846	10	97456889	97456891	ZDHHC16
ENST00000370849	X	132379666	132379668	MBNL3
ENST00000370850	6	55435662	55435664	HMGCLL1
ENST00000370852	6	55563861	55563863	HMGCLL1
ENST00000370853	X	132379666	132379668	MBNL3
ENST00000370854	10	97456889	97456891	ZDHHC16
ENST00000370855	1	75206607	75206609	SLC44A5
ENST00000370857	X	132379666	132379668	MBNL3
ENST00000370858	20	62139679	62139681	PSMA7
ENST00000370859	1	75203727	75203729	SLC44A5
ENST00000370862	6	55282452	55282454	HCRTR2
